,Unnamed: 0,RecipeName,Ingredients,Course,Instructions
107,107,Seca de Pollo,"['1 lb  chicken drumsticks', '1 red onion sliced into half moons', '1 scallion chopped', '1 large green bell pepper sliced', '1 large beefsteak tomato', '2 red potatoes cubed', 'Fresh parsley chopped', 'Fresh cilantro chopped', '5 garlic cloves minced', 'adobo seasoning', '1 Tbsp butter', '1 tsp cumin', '1 achiote seasoning packet', '1 chicken bouillon cube', '2-3 bay leaves', 'dried oregano', 'dalt & pepper', 'oregano']",Dinner,"['Remove skin from chicken and discard.', 'Season chicken with salt, pepper, and cumin. Heat about 2 tablespoons of olive oil in the bottom of a large pot.', 'Add chicken and season with adobo. Sear on each side until brown, about 3 minutes per side.', 'Once browned, remove from pot and set aside.\xa0(Depending on the size of your pot, you may need to do this in batches.)', 'To the same pot add red onion, bell pepper, scallions, butter, and the whole achiote seasoning packet.', 'Stir to melt butter and combine. Let cook until vegetables are soft, about 5 minutes or so.', 'Add the garlic, salt, pepper, and dried oregano to taste. Cook for another few minutes before adding the chicken, including any juices,\xa0 back in.', 'Cover the chicken with the vegetables to make sure everything is distributed well. Add enough water to just barely cover the chicken and give it another stir.', 'Add the bay leaves and bring to a simmer. Using a cheese grater, grate tomato directly into the pot.', 'Add the bouillon cube and stir well. Add potatoes, a little more adobo, and half parsley and cilantro.', 'Cover and cook until potatoes are just barely done (when you can stick a fork in them, but they don’t fall apart), about 10 minutes.', 'Taste the soup and add more salt, pepper, or adobo as needed. Remove lid and cook for another 5-10 minutes to let reduce. Finish with the rest of your fresh herbs. Serve with white rice and avocado!']"
108,108,Tahchin,"['2 cups long grain rice Basmati or Jasmine', '1 cup whole milk yogurt', '3 egg yolks', '½ cup vegetable oil', '6 Tbsp saffron solution ½ tsp ground saffron soaked in 6- 7 Tbsp hot water for 5 minutes', '2 cups cooked, shredded chicken such as rotisserie chicken', '⅓ cup barberries', '⅓ cup pistachios chopped', '2 Tbsp sugar', '3 Tbsp unsalted butter', '6 Tbsp grapeseed oil or other high-smoking point oil']",Dinner,"['Clean your rice.', 'When it’s clean, cover your rice with water ending 1 inch above the top, add four tablespoons of table salt, and stir to mix.', 'Let the rice rest in the salt brine for at least one hour.']"
109,109,Bistec Encebollado,"['1 pack minute/cube steaks (see note)', 'Goya adobo seasoning with pepper', '1  Tbsp minced garlic', '1 Tbsp olive oil', '4  Tbsp white vinegar', '2 Tbsp vegetable oil', '1 yellow or white onion']",Dinner,['The night before marinate the bistec by liberally seasoning each bistec with adobo and brushing the minced garlic onto both sides.\xa0Coat evenly with the olive oil and half the vinegar and refrigerate in tupperware.']
110,110,Inji Puli,"['1 fresh ginger root', '5 green chilies', '⅛ tsp  fenugreek seeds', '1 tsp  tamarind syrup']",Snack,"['Wash ginger, peel off the skin and chop it finely. Then trim the edges of green chillies and chop it finely too.', 'Dry roast fenugreek till crisp and powder it, Set aside.', ""In a pan heat oil - add the items listed under 'to temper' let it splutter."", 'Then add ginger and green chillies and fry till nicely browned. Then filter and add tamarind syrup. Add required salt.', 'Allow it to boil for few mins until raw smell leaves. After it starts to boil simmer and allow it to thicken and let it boil until oil separates.', 'Finally add fenugreek powder cook for 2mins then switch off.', 'Allow it to cool down then serve with paratha or along side a main dish!']"
111,111,Arroz a la Valenciana,"['1 cup cooked white rice', '1 lb boneless skinless chicken breast', '2 classic hotdog sausages (not beef) chopped', '1 Tbsp olive oil', '1 Tbsp salted butter', '½ cup white onion chopped', '⅓ cup baby carrots chopped', '⅓ cup celery chopped', '⅓ cup green bell pepper chopped', '1 medium tomato chopped', 'Tbsp garlic cloves chopped', '½ cup chicken stock reserved from boiled chicken', '1-2 Tbsp adobo all-purpose seasoning', '½ packet sazon with achiote', '1 Tbsp ketchup', '1 tsp worcestershire sauce', '⅓ cup fresh or canned sweet green peas optional', 'hard-boiled quail eggs for garnish, optional', 'fresh cilantro for garnish']",Dinner,"['In a pot with plenty of water add chicken breast, chopped garlic, and adobo. Boil chicken until fully cooked.', 'Once cooked, remove chicken from broth and shred with 2 forks. Reserve part of the broth for later.', 'In a sauté pan, add olive oil and butter. Once melted add veggies: chopped onions, celery, carrots, green peppers, and tomatoes. Cook until soft for about 3 minutes.', 'Next add shredded chicken along with reserved chicken broth. Simmer for 5 minutes.', 'Add cooked rice to the chicken and veggies. Equal parts rice to chicken.', 'Lastly fold in the chopped hotdogs and cook for 2 minutes.', 'For flavor and color, add half a packet of sazon, dashes of ketchup, and worcestershire sauce. Mix well.', 'If desired, add canned or fresh green peas for more sweetness (optional).', 'Serve with quail eggs and cilantro and enjoy!']"
112,112,Choripan & Leche Con Plátano,"['1 cup Warm Tap Water', '1/4 cup Sugar', '2 tbsp Yeast', '1 Egg Beaten', '1 tbsp Butter Softened', '3-4 cups all-purpose flour', '1/3 cup Milk Room Temp']",Breakfast,"['Preheat oven to 400*F.', 'In a large bowl, combine 1 cup water, oil, sugar, and yeast. Let sit until yeast is bubbly (about 8 minutes). Stir in beaten egg, softened butter, and salt.', 'With a stand mixer or by hand, add flour, one cup at a time until you have a soft dough that isn’t sticky. Knead by hand 10 minutes or 5 minutes with a stand mixer.', 'Divide dough into balls and let rise for 10-30 minutes (up to you)', 'Lightly brush with milk and bake on the middle rack for 10-12 minutes or just until browned.']"
113,113,Red Beans & Rice,"['1 lb dry red kidney beans', '1 Tbsp vegetable oil', '1 lb andouille sausage cut into 1⁄4” disks', '1 green bell pepper finely diced', '4 stalks celery finely diced', '1 yellow onion', '4 cloves garlic minced', '1 Tbsp creole seasoning', '1 tsp cayenne pepper', '1 Tbsp onion powder', '1 Tbsp garlic powder', '1-2 qt chicken stock', '1 smoked turkey part wing, neck, leg, etc.', '3 bay leaves', 'hot sauce to taste', 'apple cider vinegar to taste', 'cooked Carolina white rice for serving']","Dinner, Lunch","['Sort dry beans, removing shriveled beans and small rocks. In large bowl, add beans and cover with water, at least 2 inches above. Set aside at room temp overnight. Drain and rinse.', 'In a pressure cooker set to high on sauté mode, heat veg oil over med-high heat until shimmering. Add sausage and cook, undisturbed for 5 minutes. Remove sausage from pot, leaving behind any fat.', 'Add onion, bell pepper, celery, and cook, stirring occasionally, until vegetables have softened and are just starting to brown around the edges, 7 to 8 minutes. Add garlic and cook until fragrant, about 2 minutes.', 'Add creole seasoning, cayenne, garlic powder, onion powder. Cook, stirring occasionally, until spices smell fragrant, about 1 minute.', 'Add beans, smoked turkey, bay leaves, and enough chicken stock to cover the beans. Pressure cook on high for 25 minutes with natural release.', 'Remove lid and mash about 1⁄3 of beans. Add sausage back to pot, set pot back to sauté mode and cook, stirring occasionally, until liquid has thickened and turned creamy. Discard bay leaves and turkey bones. Season to taste with cider vinegar, salt, and hot sauce.', 'Serve red beans over steamed white rice!']"
114,114,Pasta c’a Muddica Atturrata,"['400 g spaghetti', '150 g breadcrumbs', '4 anchovy fillets', '2 cloves garlic', 'olive oil']",Dinner,"['Cook spaghetti according to package instructions. Reserve about a cup of pasta water for later.', 'Bake the breadcrumb in abundant olive oil till golden brown.', 'Fry two cloves of unpeeled roughly crushed garlic in oil.', 'Add the anchovies and stir till they dissolve.', 'Remove the garlic and add the boiled pasta. Stir.', 'Add some of reserved pasta water if too dry.', 'Serve with the breadcrumb on top.']"
115,115,Kanji Ka Pani,"['1 L  Water', '1.5 tsp Yellow Mustard Seeds Coarsely Ground', '.25 tsp Red Chili Powder', '2 Black or Purple Carrots Cut into Matchsticks']",Drink,"['Add and mix everything in a sterile jar.', 'Close the lid loosely for air to allow escape, or tie a cloth on the mouth of jar, and keep it near a sunny window for a week.', 'Please stir contents everyday with a clean sterile spoon, or gently swirl the jar.', ""It'll be sour in a week or so, and then ready to serve by itself as a fermented drink, or with small fried vada(s) / boondi dipped in it.""]"
116,116,Pain Oeuf Spaghetti,"['2-3 eggs', '¼ bell pepper red or green', '½ a tomato', '½ an onion', '1 tsp Maggi seasoning sauce or ½ a cube', 'pepper', '½ cup leftover, cooked spaghetti', 'baguette']","Breakfast, Lunch","['Chop the onion, tomato and bell pepper. Fry them in an oily skillet at medium heat. Mix regularly. When the onions are cooked, set aside.', 'In the meantime, beat your eggs with the Maggi seasoning and pepper in a bowl (NO SALT ). Add your veggies and mix well.', 'Reheat your skillet add a little bit of oil if necessary. Spread the spaghetti in one layer and pour the egg batter.', 'Once it is set, push it from the side so it’s evenly spread Let it cook 3-4 minutes at medium heat When the bottom is golden flip your omelet. (we recommend to use a plate to not brake it) And cook for another 2-3 mins.', 'Put your omelet in the bread. And add the sauce of the choice (I would recommend nothing too overpowering like a thin spread of mayo and a little bit of chili oil/ sauce).']"
117,117,Strammer Max,"['prosciutto or ham', 'rye bread', 'swiss cheese slices', 'pickles', 'fried egg']","Breakfast, Lunch","['If you like, first toast your bread slice and butter it.', 'Top with slices of ham, cheese, sliced pickles, and a fried egg. Serve warm!']"
118,118,Colcannon,"['1 kg yukon gold potatoes', 'splash milk', '1 generous knob kerrygold butter', '500 g kale finely chopped', '2 tsp vegeta', '½ cup water', 'salt to taste']",Dinner,"['Peel, wash, and dice potatoes. Cook in boiling water until soft.', 'Drain and mash with a drop of milk and a generous knob of kerrygold butter.', 'Meanwhile take a large deep pan with a lid and add the kale, vegeta, and a half a cup of water. Allow to steam until it is reduced and cooked. Top up the water if necessary so it doesn’t burn.', 'Combine with the mash and mix add some salt to taste.', 'Serve warm!']"
119,119,Mach er Kata Chorchori,"['1 kg fish bone and head pieces', '4 ½ Tbsp turmeric', '2 Tbsp salt', '¼-½ cup mustard oil', '1 tsp mustard seeds', '2 Tbsp ginger-garlic paste', '2 red onions sliced', '1-3 Tbsp red chili powder depending how spicy you like it', 'green chilis sliced, as many as you like', '1 tsp sugar', '1 potato cubed', '1 cup cabbage chopped']",Dinner,"['Wash the fish heads and bodies well. Remove the gills if possible (they will make the dish bitter).', 'Rub fish bones/heads with 2 Tbsp turmeric and salt. Marinate for about 30 minutes.', 'Heat oil and add mustard seed. Temper for a few seconds then add ginger-garlic paste. Heat for a few seconds until fragrant.', 'Add fish and fry well. Once cooked, set aside.', 'To the same pan, add onions until soft/starting to caramelize. Add the rest of your ingredients and cook until vegetables are soft. Add enough water to cook and form a slight gravy.', 'When it boils, add fish back in. Cook a little bit and mix to combine everything well, adding salt to taste and more water if needed. When oil separates, take off heat.', 'Serve warm with rice!']"
120,120,Canh Rau Pi Nat,"['1 lb spinach leaves', '6-8 large shrimp shelled, de-veined, chopped into pieces', '½ a shallot finely sliced', '2 cloves garlic minced', 'oil as needed', '2 cups water or more if needed', 'salt, pepper, fish sauce, bouillon powder to taste', 'steamed white rice for serving']",Dinner,"['Heat a bit of oil in a pot. Add shallot and garlic and sauté until fragrant.', 'Add shrimp and sauté until just cooked.', 'Add 2 cups of water to pot with all other ingredients.', 'Add spinach to water and stir until leaves wilt into soup.', 'Once spinach is all wilted, season to taste with a little fish sauce, pepper, salt and bouillon powder.', 'Serve with steamed white rice to accompany.']"
121,121,Perkedel Kentang,"['3 large potatoes', '5 small Asian shallots or 2 American shallots, or a quarter of a red onion', '4 cloves garlic', '2 eggs', '1 spring onion sliced, green part only', 'fresh cilantro finely chopped', '1 tsp sugar', '1 tsp chicken stock powder', '1 tsp salt or to taste', '1 tsp white pepper', '1 tsp curry powder', 'oil for frying']",Snack,"['Chop the shallots and garlic. Stir-fry the chopped shallots and garlic until soft.', 'Mash the fried shallots and garlic using a mortar and pestle or a food processor. Set aside.']"
122,122,Gerupfter,"['8 oz Camembert', '8 oz spreadable cheese (such as cream cheese in the US)', '⅓ cup butter', '2 ½ tsp sweet paprika', '2 tsp caraway seeds', 'salt and pepper to taste', '¼ cup Dunkel lager, Weissbier, or Schwarzbier', '⅓ sweet onion diced', '1 small bunch chives finely chopped']",Snack,"['Bring the Camembert (cut in small pieces), spreadable cheese and butter (cut in small pieces) to room temperature.', 'In a mixing bowl add the Camembert, spreadable cheese, butter, paprika, caraway seeds, salt and pepper and beer and press using a fork until well mixed together.', 'Start by adding only 2 tbsp of the beer and keep adding until you reach the desired consistency (should be spread like but not runny).', 'Cover with a lid or plastic wrap and refrigerate for 3 hours to firm up.', 'Just before you are ready to serve take the dip out of the refrigerator and finely dice the onion. Run the diced onion under water (use a strainer) and dry off with paper towel before using.', 'Add the diced onion and 2 Tbsp of the chopped chives to the dip and fold until they are well incorporated.', 'Garnish with remaining chives. Serve with pretzels or thinly sliced onions and radishes or sliced rye bread.']"
123,123,Cambuulo,"['½ cup dry red adzuki beans', '2 cups water', '1 Tbsp salted butter', '1 tsp sugar', '1 pinch nutmeg']",Dessert,"['Soak beans overnight with enough water to cover an inch or 2 over the beans.', 'Drain beans and add water and beans to a large saucepan.', 'Bring to a boil then turn down to low heat. Simmer on low for 1 hour, stirring occasionally.', 'After 1 hour, the water should be absorbed. Add butter. Stir well and keep on low. Cook 10 more minutes, stirring often.', 'In the last 2 minutes, stir in nutmeg and sugar.', 'Serve!']"
124,124,Käsespätzle,"['2 ¼ cups all-purpose flour', '1 tsp salt', '2 eggs', '½-1 cup water']","Dinner, Lunch","['Mix flour and salt in a large bowl with a wooden spoon. Add eggs and mix well.', ""Gradually add just enough water to make a smooth, light, and firm spaetzle dough. The amount will depend on how 'dry' your flour is."", 'Let batter sit for 30 minutes. Meanwhile, bring a pot of salted water to a boil.', 'Push batter through a spaetzle maker, directly into the boiling water.', 'Spaetzle noodles will float to the top of the pot when they are done (will take a few minutes). Remove with slotted spoon to a colander to drain excess water.']"
125,125,Poha,"['½ cup poha (flattened rice) thick variety', '¼ tsp turmeric', 'salt to taste', '1 Tbsp peanuts', '1 Tbsp neutral oil', '¼ tsp mustard seeds', '¼ tsp cumin seeds', '½ small potato chopped into small cubes', '¼ cup onion finely chopped', '1-2 green chilis finely chopped', '2-3 curry leaves (medium to large sized)', '1 Tbsp grated coconut for garnish, optional', 'cilantro leaves for garnish, optional']",Breakfast,"['Pick the poha first of any debris or small stones. Rinse the poha flakes in clean running water in a strainer or colander twice or thrice.', 'Make sure that you do not rinse the poha flakes too much or else they break and get mushy. While rinsing, the poha flakes absorb enough water and they become soft.', 'The poha must become soft but remain intact, whole and separate. If they do not become soft, add a splash of water on them in the strainer and mix till they get softened.', 'After rinsing, the poha flakes should loose their crunchiness and when you break them between your fingers, they should easily get crushed or mashed.', 'When the poha have softened nicely, sprinkle the turmeric powder, and salt evenly on the poha. Gently mix with a spoon or with clean fingers.', 'Roast the peanuts in a small frying pan till they become crunchy with a few blisters on the peanut skins. Set aside.', 'In a heavy kadai, heat oil. Sauté the potatoes in medium hot oil till light golden and crisp. Stir them often for even frying. Remove the potatoes with a slotted spoon and set aside.', 'In the same kadai, there will be some oil left. Add mustard seeds to the hot oil.If there is no oil, then add 1 tablespoon oil and heat it gently and then add the mustard seeds.', 'When the mustard seeds splutter, add the cumin seeds.', 'When the cumin seeds crackle, add the onions. Sauté the onions till they become translucent and soften.', 'Now add the curry leaves, chopped green chillies and roasted peanuts. Sauté for a minute on low heat.', 'Add the fried potatoes and then the rinsed poha. Mix gently with the rest of the sautéed ingredients.', 'Cover the pan tightly with a lid for the poha to get steamed for about 2 minutes on low heat.', 'Remove the lid and check the taste and if required add more salt.', 'Turn off the heat and cover the pan tightly with a lid for the poha to get steamed for a few minutes.', 'Remove the lid and garnish with chopped cilantro leaves and grated coconut if desired. Serve right away!']"
126,126,Dau Hu Nuoc Duong,"['1 block silken tofu', '3 in. knob fresh ginger', '1 Tbsp white sugar', '9 oz brown sugar', '½ cup water']",Dessert,"['Peel the ginger skin and discard. Cut the ginger into thin pieces.', 'Transfer the ginger into a small bowl. Add the white sugar and combine. Let rest for 10 minutes.', 'Transfer the ginger into a medium saucepan. Using Medium heat, cook the ginger stirring continuously for 5-6 minutes. When the sugar recrystallizes, add the water and brown sugar. Cook over Medium heat melting the sugar. Stir occasionally to help the sugar dissolve. Once the sugar is completely dissolved, reduce the heat to Medium Low. Continue cooking for another 5-6 minutes allowing the liquid to thicken into a syrup.', 'Transfer the ginger syrup into a medium bowl and let cool a bit.']"
127,127,Amrakhanda,"['2 cups curd (Indian yogurt)', '1 cup mango pulp', '2-3 pods green cardamom', '3-4 strands saffron', '½ cup powdered sugar']",Dessert,"['Using cheesecloth, squeeze all the liquid you can out of the curd. The result should be a very thick paste consistency. You may have to repeat this technique several times to get the desired result.', 'Using a hand blender, whip the curd and powdered sugar together till light and fluffy.', 'Add mango pulp and blend until combined.', 'Separately bloom the saffron, and powder the cardamom. Add this to the blended curd-mango mix.', 'Refrigerate till serving. Serve with puris.']"
128,128,Là Chǎo Xīguā Pí,"['watermelon rind cut up in 1-2 cm pieces', '1 Tbsp soy sauce', '1 Tbsp black vinegar or balsamic vinegar', '1 tsp garlic-chili paste', 'canola oil']","Dinner, Lunch","[""Heat a little oil in a wok until hot. Stir fry watermelon rind with soy sauce, vinegar, and garlic-chili paste until it's soft but still crunchy."", 'Alternatively, combine ingredients and airfry for 10 to 15 minutes at 180℃/350℉.', 'Serve warm over rice or as a topping for instant noodles.']"
129,129,Kochkäse,"['250 g Handkäse or Quark (see notes for recipe with quark)', '100 g spreadable cheese', '200 ml cream', '250 g cultured butter', '170 ml unsweetened evaporated milk or cream or milk', '1 tsp baking soda', '2 tsp caraway seeds', 'sourdough bread & more butter, or schnitzel for serving']","Lunch, Snack","['In a large pot, add all ingredients except the baking soda and caraway into a pot and let it melt at a low heat.', 'Stir occasionally until everything is melted and combined.', 'Turn off the heat and pull it away from the hot plate. Stir in the baking soda and caraway seeds. The spread will bubble and foam and increase in size.', 'Keep stirring until everything is well combined and the bubbles have settled a little bit (maybe 20 seconds). Transfer it to a container, cover it and let it cool in the fridge.', 'It’s best enjoyed on a buttered sourdough bread - or heated up on a Schnitzel.']"
130,130,Melanzane 'mbuttunate,"['1 Italian eggplant small/medium sized', '1 cup cherry tomatoes sliced in half', '½ cup breadcrumbs', '6 thin slices guanciale', '½ cup wild fennel chopped, can be substituted with dill', '1-2 cloves garlic minced', 'salt & black pepper to taste', 'chili powder to taste', 'olive oil']",Dinner,"['Cut the eggplants in half, score their flesh with a knife, sprinkle with salt and let rest for 30 minutes. Wash and pat dry.', 'Combine breadcrumbs with wild fennel (or dill), garlic, salt, pepper, and chili to taste, and a generous pour of Evo.', 'Stuff eggplants with the mixture (3-4 tablespoons per eggplant should suffice) plus a slice of guanciale per eggplant.', 'Place the eggplant into the casserole dish, along with the diced cherry tomatoes, cover with tinfoil, put into a preheated oven at 180⁰C (350⁰F) for at least an hour. `', 'Around the 40 minute mark you can remove the tinfoil so that both eggplant and tomatoes can roast a little.', 'The dish is ready when the eggplant are pierced with a toothpick and they are very very soft.']"
131,131,Crni Rižot,"['1.2 kg fresh cuttlefish - use in can or you can use tinned, just skip steps 1-3', '1 onion diced', '2 cloves garlic minced', '500 ml fish stock', '350 g arborio rice', '2 packets edible cuttlefish ink', '150 ml white wine', 'fresh parsley', '1 Tbsp parmesan cheese', 'salt & pepper to taste', 'olive oil']","Dinner, Lunch","['Clean the cuttlefish.', 'Boil the cuttlefish for 30-45 minutes depending on its size (if the cuttlefish is frozen you can clean it after boiling, just let it rest for a bit to cool down).', 'Cut the cuttlefish in 2 centimeter pieces.', 'Fry the onion in a pan with some olive oil on medium heat.', 'After the onion turns a slightly golden to yellowish color, add the cuttlefish.', 'After two minutes add the garlic.', 'After three minutes add the rice, mix everything up.', ""Add the white wine and fish stock. Leave to simmer until the rice is cooked al dente then season to taste with salt and pepper. The risotto shouldn't be runny nor dense, it should be creamy. Add water or stock if/when needed."", 'Turn the heat off and remove the risotto from the stove. Add the squid ink packets and the tablespoon of parmesan. Stir well.', 'Serve the risotto with parsley and additional parmesan cheese.']"
132,132,Corviches de Camarón,"['2 red onions finely diced', '1 large green onion finely diced', '1 green bell pepper finely diced', '2 cloves garlic finely diced', '1 large bunch fresh cilantro finely chopped', '1 Ají Amarillo pepper or 1 Tbsp Ají Amarillo paste', '3 green plantains', '1 lime', '1 tsp cumin powder', '3 tsp dried oregano', 'salt & pepper to taste', '4 Tbsp Achiote oil (or powder)', '1 tsp olive oil', '12 medium-large shrimp chopped into small chunks', '1½ cups unsweetened creamy peanut butter', 'pickled onions for garnish', 'mayo for garnish']","Dinner, Lunch","['Sautée the red onion, green bell pepper, green onion stalk, and garlic in a pan with the cumin, 2 tsp dried oregano, salt, pepper and 2 tablespoons of achiote oil until the vegetables reduce almost to an orange paste.', 'At this point, remove 2 tablespoons of this mixture and set it aside for later.', 'Add 1 cup of raw unsweetened peanut butter to the pan. Add ½ cup of water to help the ingredients combine, and stir well.', 'Add the shrimp and cook for another 2 minutes before removing from heat. Add a handful of  finely chopped cilantro and set to the side.']"
133,133,Pastina,"['1 box pastina pasta', 'parmesan cheese grated', 'butter', 'olive oil']",Dinner,"['Cook pastina according to package instructions', 'Place pastina in a bowl. Add a tablespoon or two of butter. Stir to melt butter and coat pastina.', 'Top with desired amount of cheese and olive oil. Serve warm!']"
134,134,Kakadiche Dhirde,"['1 cup Grated Cucumber', '1 tsp Crushed Green chillies', '1 tsp Cumin Seeds', '1/2 tsp Turmeric', '1 cup Rice Flour', '2 tbsp Gram flour (besan)', 'Salt to Taste', '¼ cup Indian yogurt', '1 Tbsp ginger garlic paste']","Lunch, Snack","['Grate your cucumber on a medium grate', 'Add the cucumber to a bowl with all your spices, ginger garlic paste, and green chili and mix', 'Add yogurt', 'Add your flour', 'Add water to get a thick batter like consistency', 'Like this', 'Cook on a buttered flat top pan', 'Serve with more yogurt!']"
135,135,Espagueti Verde,"['3 medium-large poblano peppers', '1 chicken or vegetable boullion cube', '1 small can or carton Mexican crema or ½ cup sour cream or greek yogurt', '200 g pasta your choice', 'salt to taste']",Dinner,"['Roast the peppers either directly on the flame of your burner or in the oven until this skin turns black. Put them in a plastic bag and let them sweat for 10 min for easy removal of the skin.', 'Meanwhile, cook pasta according to package instructions.', 'Remove the skin from the peppers (do not rinse them!), devein and remove all the seeds.', 'In a blender put in your peppers, crema, and half of the chicken bullion cube and blend until smooth. Taste test and add more bullion or salt if needed.', 'Serve sauce on top of warm pasta!']"
136,136,Gombotz,"['1 lb starchy potatoes', '1 egg', '1 Tbsp butter melted', '¼ tsp salt', '1 cup all-purpose flour', '15-17 fresh prune plums (dried prunes or jam can be substituted)']","Dessert, Dinner","['Boil the potatoes with their skin on, until tender. Let the potato cool slightly before peeling.', 'Meanwhile prepare the breadcrumb coating. In a medium frying pan melt the butter, add breadcrumbs and mix to combine. Cook on low-medium heat until golden brown. Stir constantly to prevent burning. Remove from heat and set aside to cool. When cool enough stir in sugar and cinnamon.', 'Prepare the potato dough. Place the peeled potatoes into a large bowl and mash using a potato masher or simply use a grater. Add salt, egg, melted butter and flour and mix to combine. Knead until a smooth, sticky dough is formed.', 'Split each plum slightly just to remove the pit and set aside until ready to use. If using dried prunes or jam, skip this step.', 'Bring a large pot of water to boil then reduce the heat to a low simmer. On a floured surface, take about a spoon of potato dough, flatten slightly, add a plum (or prune or scoop of jam) into the center and wrap the dough around it. Form into balls.', 'Put 4 or 5 dumplings at once into the hot water. Let the dumplings boil until they come to the surface of the water. Let them boil on the surface another 5 more minutes. Remove the dumplings with a perforated spoon and roll them in breadcrumbs mixture.', 'Serve warm or cold. Enjoy!']"
137,137,Pink Beetroot Pasta,"['8 oz long pasta', 'cooked beets fresh or canned', '2 Tbsp nut butter (your choice)', 'onion chopped', '1 clove garlic', 'lemon zest & juice', 'dill', 'splash of plant milk (your choice)']",Dinner,"['Cook pasta according to package instructions.', 'Purée all remaining ingredients together to make a smooth sauce.', 'Toss pasta with the sauce and garnish with more beets, herbs, or other garnish of choice!']"
